142.502	-0.46674201959694406	-0.1024285251912213	0.4530322863685698	-0.20183485321419178	0.19937884007864903
142.535	-0.4727203426105937	-0.10536498992375251	0.45962117639978084	-0.20185297426177573	0.19977451728253745
142.568	-0.4786793960931123	-0.10834089729049266	0.46622393154995034	-0.20185297347591155	0.20035613870400762
142.602	-0.48479747652281563	-0.11144715184077932	0.47305935952513983	-0.20172777115583204	0.20258889435984911
142.635	-0.49069848623166895	-0.11449445900519666	0.4799652291622418	-0.20088676999460908	0.21490175172993461
142.667	-0.49658313861700926	-0.11758566870267134	0.48678662030369885	-0.20193268307183318	0.19984755653299152
142.702	-0.5026347777636752	-0.12081699668532074	0.4936149729533159	-0.20172367024349563	0.20065810694363753
142.735	-0.5084792095125813	-0.12398746993163261	0.5001414050209563	-0.2009439767059851	0.1918269737304581
142.767	-0.5142686484407009	-0.12717548651817187	0.5062158336509552	-0.2005291201562408	0.18701585599496978
142.808	-0.5202465531494551	-0.13051740728054181	0.5129097638387824	-0.2016227275801869	0.1991190809200059
142.852	-0.5260333164444373	-0.1338033982835868	0.519483975880463	-0.2016407490091546	0.19906883209168613
142.9	-0.5317987950572992	-0.13712760765146415	0.5260568336123574	-0.2016756556259893	0.19916145019841858
142.944	-0.5377169415784031	-0.1405926587366706	0.5328329237991536	-0.20171507187801854	0.1992987210822047
142.944	-0.5434394099863806	-0.1439946633887901	0.5394146130091485	-0.2017526969908604	0.19943775518660065
142.987	-0.5491403146681885	-0.1474348570648997	0.5460014880403926	-0.20179154465068563	0.1996005437333593
143.001	-0.5549911414363984	-0.15101912719341715	0.552793191568934	-0.20183152727069356	0.19977801118535074
143.046	-0.5606474434325602	-0.1545365262532697	0.5593894491165411	-0.20186974346997708	0.19992265964153566
143.09	-0.5662813086272539	-0.15809174041296983	0.5659900619479717	-0.20190306722468795	0.2000694889304598
143.135	-0.5720617849302959	-0.16179388112150975	0.5727998571806403	-0.20191401288728933	0.20046740326182938
143.135	-0.5776478184322429	-0.1654245964966477	0.579421534230213	-0.20187840081451916	0.20082466828581466
143.179	-0.5832070775562812	-0.1690899911906699	0.5860668337119248	-0.20163242187038027	0.20306461074391105
143.202	-0.5888853962059745	-0.1728901103785483	0.5932219513480481	-0.20044117541491926	0.21287928807047324
143.242	-0.5943510675408326	-0.17660249801929395	0.5996058441243642	-0.2000397704622481	0.1802890140463806
143.284	-0.5998107832109364	-0.18036096713535696	0.6058975378409301	-0.20179891195489863	0.20138604530385817
143.328	-0.6054322613909927	-0.1842861236492668	0.6126890934809376	-0.20161130905087385	0.19946468787806965
143.37	-0.6108623762645456	-0.1881318467110523	0.6192704530559736	-0.20163399074151567	0.1994520199158917
143.37	-0.6162678419427512	-0.19201378445424264	0.6258543377966869	-0.20166900589028197	0.19958202624707536
143.414	-0.6218112061003093	-0.19605119141475222	0.6326418665298448	-0.2017089994494134	0.19971420731227665
143.435	-0.6271661300518433	-0.20000644996876557	0.6392344295527331	-0.20174824954592369	0.19984526474327322
